Hugtök: is|Orðaflokkur: is|Kyn|Tala: is|Skilgreining: is|Skýring: is|Dæmi: is|Samheiti: is|Heimild: is|Sérsvið: is|Vísun/sjá einnig: is|Hugtak: en|Skilgreining: en|Skýring: en|Dæmi: en|Samheiti: en|Heimild: en|Sérsvið: en|Vísun/sjá einnig: en
hvarfflötur|na|kk|Eintala||||||||extremal surface|||||||
hliðarhorn|na|hk|Eintala||||||||face angle|||||||
hliðarvirki|sag||Eintala||||||||face operator|||||||
hlutfallsstuðull|na|kk|Eintala||||hlutfallsþáttur||||factor of proportionality|||||||
hagstætt tilfelli|na|hk|Eintala||||||||favourable case|||||||
hagstæður atburður|na|kk|Eintala||||||||favourable event|||||||
hæðarslétta|na|kvk|Eintala||||||||first principal plane||||height plane|||
hverfipunktur|na|kk|Eintala||||beygjuskil||||flex point||||flex, inflection point, inflexion point, point of inflection, point of inflexion|||
hverfisnertill|na|kk|Eintala||||beygjuskilasnertill||||flex tangent||||inflectional tangent, inflexional tangent, stationary tangent|||
hlaupakommureikningur|na|kk|Eintala||||||||floating point arithmetic|||||||
heiltöluhlutafall|na|hk|Eintala||||gólffall|||entier, integer part, integral part, ceiling function|floor function||||greatest integer function, square bracket function|||
hugartilraun|na|kvk|Eintala||||||||gedanken experiment||||imaginary experiment, thought experiment|||
hjól|na|hk|Eintala||||||||generating circle||||rolling circle|||
halli|na||Eintala|||||||inclination, slope|grade|||||||
heildarsumma|na|kvk|Eintala||||||||grand total|||||||
hnitapappír|na|kk|Eintala||||||||graph paper|||||||
hópur|na|kk|Eintala||||||||group|||||||
hópþáttur|na|kk|Eintala||||flokksþáttur||||group factor|||||||
hóptíðni|na|kvk|Eintala||||||||group frequency|||||||
hliðranagrúpa|na|kvk|Eintala||||||||group of translations||||translation group|||
hneppishraði|sag||Eintala||||hnapphraði||||group velocity|||||||
hálflokað bil|na|hk|Eintala|||||||half-open interval|half-closed interval||||semi-closed interval|||
hálffleygaður varpi|na|kk|Eintala||||||||half-exact functor|||||||
hálflína|na|kvk|Eintala||||||||half-line||||ray|||
hálfopið bil|na|hk|Eintala|||||||half-closed interval|half-open interval||||semi-open interval|||
hálf lota|na|kvk|Eintala||||hálflota||||half-period|||||||
hálfslétta|na|kvk|Eintala||||||||half-plane|||||||
hálfhliðarregla|na|kvk|Eintala||||||||half-side formula|||||||
hálfrúm|na||Eintala||||||||half-space|||||||
handfang|na|hk|Eintala||||||||handle|||||||
haldagripur|na|kk|Eintala|||||||sphere with handles|handlebody|||||||
hreintóna deildajafna|na||Eintala||||||||harmonic differential equation|||||||
hreintóna sveifla|na||Eintala||||hrein sveifla|||simple harmonic motion|harmonic motion|||||||
hreintóna sveifill|ls|hk|Fleirtala||||||||harmonic oscillator|||||||
hákeðjulögmál Hausdorffs|na|hk|Eintala||||||||Hausdorff maximal principle||||maximal chain principle|||
haus eða sporður|na|kk|Eintala||||||||heads or tails|||||||
hitajafna|na|kvk|Eintala||||varmaleiðnijafna||||heat equation|||||||
hálfhvel|na|hk|Eintala||||||||hemisphere|||||||
hermískur|ls||Eintala||Einnig ritað með upphafsstaf: {\it Hermitian}|||||self-adjoint|hermitian|||||||
hermískt innfeldi|na||Eintala||||innfeldi|||euclidean inner product, hermitian sesquilinear form|hermitian inner product||||inner product, scalar product|||
hermískt innfeldisrúm|na||Eintala||||hermískt rúm, innfeldisrúm|||euclidean inner product space|hermitian inner product space||||hermitian space, inner product space, unitary space|||
hermísk firð|na||Eintala||||Hermite-firð||||hermitian metric|||||||
hermískur virki|na||Eintala|||||||symmetric operator|hermitian operator|||||||
hermískt form|na||Eintala||||Hermite-form|||antihermitian form, antihermitian sesquilinear form, hermitian inner product, inner product, scalar product|hermitian sesquilinear form||||hermitian bilinear form, hermitian form|||
hærri liður|na|kk|Eintala||||liður af hærri röð, liður af hærra stigi||||higher-order term|||||||
hyrnt hvel|na|hk|Eintala||||||||horned sphere|||||||
hjúpur|na|kk|Eintala|||||||closed hull, closed convex hull, convex hull|hull|||||||
háslétta|na|kvk|Eintala||||||||hyperplane|||||||
háflötur|na|kk|Eintala||||||||hypersurface|||||||
hugsaður|ls|kk|Eintala||||||||ideal|||||||
hlutleysuþáttur|na|kk|Eintala||||||||identity component|||||||
hlutleysa|na|kvk|Eintala||||hlutlaust stak||||identity element||||identity, neutral element|||
halli|na||Eintala|||||||grade, slope|inclination|||||||
hornið á milli|na||Eintala||{\it A triangle is determined by two sides and the  included 
angle}: þríhyrningur ákvarðast af  tveimur hliðum og horninu á 
milli þeirra||||||included angle|||||||
hlutvera|na|kvk|Eintala||||hlutmengisvensl||||inclusion||||inclusion relation, subset relation|||
hliðraður|ls|kk|Eintala||||||||inhomogeneous||||non-homogeneous|||
hliðruð línuleg deildajafna|na|kvk|Eintala||||hliðruð línuleg diffurjafna||||inhomogeneous linear differential equation||||non-homogeneous linear differential equation|||
hreinlega óaðskiljanleg útvíkkun|na|kvk|Eintala||||óaðskiljanleg útvíkkun, hreinlega óaðskiljanleg víkkun, óaðskiljanleg víkkun||||inseparable extension||||purely inseparable extension|||
heil tala|na|hk|Fleirtala||||heiltala|||algebraic integer|integer||||integral number, rational integer, whole number|||
heiltöluhjúpur|na|kk|Eintala||||||||integer hull|||||||
heiltölubestun|na|kvk|Eintala||||||||integer programming|||||||
heiltölulausn|na|kvk|Eintala||||||||integer solution|||||||
heiltölugildur|ls|kk|Eintala||||||||integer-valued|||||||
heildanleiki|na||Eintala||||tegranleiki||||integrability|||||||
heildanleikaskilyrði|na||Eintala||||tegranleikaskilyrði||||integrability condition|||||||
heildanlegur|ls|kk|Eintala||||tegranlegur||||integrable|||||||
heillegur|ls|kk|Eintala|||||||integral closure, integral extension|integral|||||||
heilda-|ls||Eintala||||heildunar-, heildis-, tegur-||||integral|||||||
heildi|na|hk|Eintala||||tegur||||integral|||||||
heildareikningur|na||Eintala||||tegurreikningur|||differential and integral calculus, integration theory|integral calculus|||||||
heilleg lokun|na|kvk|Eintala||||||||integral closure|||||||
heildispróf|na|hk|Eintala||||tegurpróf||||integral convergence test||||integral test|||
heilt stak|na|hk|Eintala||||heilstak||||integral element|||||||
heildajafna|na||Eintala||||tegurjafna||||integral equation|||||||
heilleg útvíkkun|na|kvk|Eintala||||heilleg baugsútvíkkun, heilleg víkkun, heilleg baugsvíkkun||||integral extension||||integral ring extension|||
heildisformúla|na|kvk|Eintala||||tegurformúla||||integral formula|||||||
heildisvíðátta|na|kvk|Eintala||||||||integral manifold|||||||
heiltölufylki|na|hk|Eintala||||||||integral matrix|||||||
heilt margfeldi|na|hk|Eintala||||margfeldi||||integral multiple||||multiple|||
heildisvirki|sag||Eintala||||heildunarvirki, tegurvirki, tegrunarvirki||||integral operator|||||||
heildissetning|na|kvk|Eintala||||tegursetning||||integral theorem|||||||
heildisfærsla|na|kvk|Eintala||||heildismyndun, heildisummyndun, tegurfærsla, tegurmyndun, tegurummyndun||||integral transform|||||||
heillega lokaður|ls|kk|Eintala||||||||integrally closed|||||||
heildisstofn|na|kk|Eintala||||tegurstofn||||integrand|||||||
heildisteiknari|na|kk|Eintala||||tegurteiknari||||integraph|||||||
heilda|sag||Eintala||||tegra||||integrate|||||||
heildunarþáttur|na|kk|Eintala||||tegrunarþáttur||||integrating factor|||||||
heildun|na|kvk|Eintala||||tegrun|||quadrature|integration|||||||
hlutheildun|na|kvk|Eintala||||hluttegrun||||integration by parts||||partial integration|||
heildun með innsetningu|na|kvk|Eintala||||tegrun með innsetningu, innsetningaraðferð||||integration by substitution|||||||
heildunarfasti|sag||Eintala||||tegrunarfasti||||integration constant|||||||
heildunarbil|na|hk|Eintala||||tegrunarbil||||integration interval|||||||
heildunarvirki|sag||Eintala||||tegrunarvirki||||integration operator|||||||
heildunarfræði|na|kvk|Eintala||||tegurfræði||||integration theory|||||||
heildunarbreyta|na|kvk|Eintala||||tegrunarbreyta||||integration variable|||||||
heildari|na||Eintala||||tegrari||||integrator|||||||
heildismælir|na||Eintala||||tegurmælir||||integrimeter|||||||
hlekkjaður|ls|kk|Eintala||||samhlekkjaður, samslunginn||||interlaced||||linked, intertwined|||
hringhverfing punkts|na||Eintala||||spegilmynd punkts í hring||||inverse point|||||||
hringhverfing|na||Eintala||||hringspeglun, speglun í hring||||inversion|||||||
hreyfilýsing|na|kvk|Eintala||||gangfræði||||kinematics|||||||
hnútur|na|kk|Eintala||||||||knot|||||||
hnútgrúpa|na|kvk|Eintala||||||||knot group|||||||
hnútafræði|sag||Eintala||||||||knot theory|||||||
hnýttur|ls|kk|Eintala||||||||knotted|||||||
hliðrun til vinstri|na|kvk|Eintala||||vinstri hliðrun||||left translation|||||||
hjálparsetning|na|kvk|Eintala||||||||lemma|||||||
hnappelda|na|kvk|Eintala||||||||lemniscate|||||||
háreistur|ls|kk|Eintala|||||||kurtosis, mesokurtic, platikurtic|leptokurtic||||peaked|||
háreisn|na|kvk|Eintala||||||||leptokurtosis||||peakedness|||
hámarksskekkja|na|kvk|Eintala||||||||limit of error||||maximum error, limiting error|||
hlekkur|na|kk|Eintala||||||||link|||||||
hlekking|na||Eintala||||hlekkjafesti, festi||||link|||||||
hlekkjunartala|na||Eintala||||||||linking number||||looping coefficient|||
hálfsamfelldur að neðan|ls|kk|Eintala||||||||lower semi-continuous||||lower continuous|||
höfuðgrein|na|kvk|Eintala||||megingrein||||main branch|||||||
há-|ls||Eintala||||óstækkanlegur||||maximal|||||||
hákeðja|na|kvk|Eintala||||óstækkanleg keðja||||maximal chain|||||||
hæsta stig|na|hk|Eintala||||hástig||||maximal degree||||maximal valency|||
hástak|na|hk|Eintala||||óstækkanlegt stak||||maximal element|||||||
háíðal|na||Eintala||||óstækkanlegt íðal||||maximal ideal|||||||
háíðalarúm|na||Eintala||||||||maximal ideal space|||||||
hámörkun|na|kvk|Eintala||||||||maximization|||||||
hámarka|sag||Eintala||||||||maximize|||||||
hágildispunktur|na|kk|Eintala||||||||maximum point|||||||
hágildissetning|na|kvk|Eintala||||hágildislögmál, háalgildissetning, háalgildislögmál||||maximum principle||||maximum modulus principle, principle of maximum|||
hámarksleikáætlun|na|kvk|Eintala||||hámarksáætlun|||optimum strategy|maximum strategy|||||||
hálágmarkslögmál|na|hk|Eintala||||fjalldalaregla||||maximum-minimum principle||||minimax principle|||
hugarreikningur|na|kk|Eintala||||||||mental arithmetic|||||||
höfuðhluti|na|kk|Eintala||||||||meromorphic part||||principal part, singular part|||
höfuðásaaðferð|na|kvk|Eintala||||meginásaaðferð||||method of principal axes|||||||
hnigaðferð mesta bratta|na|kvk|Eintala|||||||gradient method|method of steepest descent||||steepest descent method|||
hámarkalágmörkun|na|kvk|Eintala||||||||minimax|||||||
hálágmark|na|hk|Eintala||||||||minimax|||||||
hálágmarkslausn|na|kvk|Eintala||||||||minimax solution|||||||
hálágmarksleikáætlun|na|kvk|Eintala||||hálágmarksáætlun||||minimax strategy|||||||
hálágmarkssetning|na|kvk|Eintala||||||||minimax theorem|||||||
hlutákveða|na|kvk|Eintala||||||||minor||||minor determinant, subdeterminant|||
hlutfylki|na|hk|Eintala||||||||minor array||||partial matrix, submatrix|||
hornmínúta|na|kvk|Eintala|||||||minute of arc|minute of angle|||||||
háttarökfræði|na|kvk|Eintala||||||||modal logic|||||||
háttur|na|kk|Eintala||||||||modality||||mode|||
háttarlögmál|na|hk|Eintala||||||||modular identity||||modular axiom, modular law|||
háttargrind|na|kvk|Eintala||||||||modular lattice|||||||
hverfitregða|na|kvk|Eintala||||tregðuvægi||||moment of inertia|||||||
hreyfing|na|kvk|Eintala||||||||motion|||||||
hreyfanleg sérstaða|na|kvk|Eintala||||hreyfanlegur sérstöðupunktur||||movable singularity|||||||
hreyfihnitakerfi|na|hk|Eintala||||||||moving coordinate system|||||||
hreyfirammi|sag||Eintala||||hreyfigrunnur||||moving frame|||||||
hversdagsleg mengjafræði|na|kvk|Eintala|||||||Cantorian set theory, classical set theory|naive set theory|||||||
hægri grennd|na|kvk|Eintala||||||||neighbourhood on the right|||||||
hreiður|na|hk|Eintala||||||||nest|||||||
hreiðraður|ls|kk|Eintala||||||||nested|||||||
hreiðruð tvískipting|na|kvk|Eintala||||||||nested disection|||||||
hreiðruð bil|na|hk|Fleirtala||||||||nested intervals|||||||
hreiðruð margföldun|na|kvk|Eintala||||||||nested multiplication|||||||
hlutlaus|ls|kvk|Eintala||||||||neutral|||||||
hnútur|na|kk|Eintala||||gálma||||node|||||||
hnútur|na|kk|Eintala||||punktur||||node||||vertex|||
hnútflötur|na|kk|Eintala||||||||nodoid|||||||
hvergi núll|ls|hk|Eintala||||||||non-vanishing|||||||
hvergi samleitinn|ls|kk|Eintala||||||||nowhere convergent|||||||
hvergi þéttur|ls|kk|Eintala||||||||nowhere dense|||||||
hvergi deildanlegur|ls|kk|Eintala||||hvergi diffranlegur||||nowhere differentiable|||||||
hlutur|na|kk|Eintala||||gripur||||object|||||||
hindrun|na|kvk|Eintala||||||||obstruction|||||||
hindranafræði|na|kvk|Eintala||||||||obstruction theory|||||||
hæðafótpunktaþríhyrningur|na|kk|Eintala||||||||orthic triangle||||orthoptic triangle|||
hæðaskurðpunktur|na|kk|Eintala||||hæðapunktur||||orthocentre||||orthocenter|||
hornrétt liðun|na|kvk|Eintala||||þverstæð liðun, þverliðun|||orthogonal series|orthogonal expansion|||||||
hornrétt ofanvarp|na|hk|Eintala||||||||orthogonal projection|||||||
hjúfur-|ls||Eintala||||||||osculating|||||||
hjúfurslétta|na|kvk|Eintala||||||||osculating plane|||||||
hjúfurhvel|na|hk|Eintala||||krappahvel, sveigjuhvel, hjúfurkúla, krappakúla, sveigjukúla||||osculating sphere||||sphere of curvature|||
hjúfursnertill|na|kk|Eintala||||||||osculating tangent|||||||
hjúfrun|na||Eintala||||||||osculation|||||||
heildarfylgni|na|kvk|Eintala||||||||overall correlation||||total correlation|||
hliðhjólferill|na|kk|Eintala||||||||paracycloid|||||||
hliðrun|na|kvk|Eintala||||||||parallel displacement||||translation|||
hluti|na||Eintala||||partur||||part|||||||
hlutmengi|na|hk|Eintala||||||||part||||subset|||
hlutskilgreind aðgerð|na|kvk|Eintala||||hlutskilgreind reikniaðgerð||||partial algebraic operation||||partial composition, partial operation|||
hlutfylgni|na|kvk|Eintala||||||||partial correlation|||||||
hlutfylgnistuðull|na|kk|Eintala||||||||partial correlation coefficient|||||||
hlutnefnari|na|kk|Eintala||||||||partial denominator|||||||
hlutafleiða|na|kvk|Eintala|||||||partial differential coefficient|partial derivative|||||||
hlutmismunur|na|kk|Eintala||||||||partial difference|||||||
hlutmismunajafna|na|kvk|Eintala||||||||partial difference equation|||||||
hlutafleiða (í punkti)|na|kvk|Eintala|||||||partial derivative|partial differential coefficient|||||||
hlutafleiðujafna|na|kvk|Eintala||||||||partial differential equation|||||||
hlutafleiðuvirki|sag||Eintala||||||||partial differential operator|||||||
hlutdeildun|na|kvk|Eintala||||hlutdiffrun||||partial differentiation|||||||
hlutskilgreint fall|na|hk|Eintala||||||||partial function||||partially defined function|||
hlutnet|na|hk|Eintala||||||||partial graph||||subgraph|||
hluteinsfirðun|na||Eintala||||||||partial isometry|||||||
hlutskilgreind vörpun|na|kvk|Eintala||||||||partial mapping|||||||
hlutteljari|na|kk|Eintala||||||||partial numerator|||||||
hlutmargfeldi|na|hk|Eintala||||margfeldisstúfur||||partial product|||||||
hlutbrot|na|hk|Eintala||||||||partial quotient|||||||
hlutniðurstaða|na|kvk|Eintala||||hlutútkoma||||partial result|||||||
hlutruna|na|kvk|Eintala||||||||partial sequence||||subsequence|||
hlutsumma|na|kvk|Eintala||||summustúfur||||partial sum|||||||
hlutreiknanlegur|ls|kk|Eintala||||||||partially computable|||||||
hlutdeildanlegur|ls|kk|Eintala||||hlutdiffranlegur||||partially differentiable|||||||
hlutrakinn|na||Eintala||||||||partially recursive|||||||
hlutskilgreint rakið fall|na|hk|Eintala||||hlutrakið fall||||partially recursive function||||partial recursive function|||
heildunarferill|na|kk|Eintala||||heildunarvegur, tegrunarferill, tegrunarvegur||||path of integration|||||||
heilsteyptur|ls|kk|Eintala||||fullgerður||||perfect|||||||
heilsteypt net|na|hk|Eintala||||||||perfect graph|||||||
heilsteypt grúpa|na|kvk|Eintala||||||||perfect group|||||||
heilsteypt mengi|ls|hk|Fleirtala||||||||perfect set|||||||
hægri lágvísir|na|kk|Eintala||||||||post-subscript|||||||
hægri hávísir|na|kk|Eintala||||||||post-superscript|||||||
höfnunarfall|na|hk|Eintala||||styrkleikafall, styrkfall||||power function|||||||
höfuðstóll|na|kk|Eintala||||||||principal|||||||
höfuðkrappi|na|kk|Eintala||||meginkrappi, höfuðsveigja, meginsveigja||||principal curvature|||||||
höfuðdeilir|sag||Eintala||||||||principal divisor|||||||
höfuðíðal|na||Eintala||||||||principal ideal|||||||
höfuðíðalbaugur|na||Eintala||||||||principal ideal domain||||principal ideal ring|||
höfuðíðalsetning|na||Eintala||||||||principal ideal theorem|||||||
höfuðhlutákveða|na|kvk|Eintala||||||||principal minor|||||||
höfuðkrappageisli|sag||Eintala||||meginkrappageisli, höfuðsveigjugeisli, meginsveigjugeisli||||principal radius of curvature||||radius of principal curvature|||
höfuðlausn|na|kvk|Eintala||||||||principal solution|||||||
höfuðsnertill|na|kk|Eintala||||meginsnertill||||principal tangent|||||||
